
===================================BUG REPORT===================================
Welcome to bitsandbytes. For bug reports, please run

python -m bitsandbytes

 and submit this information together with your error trace to: https://github.com/TimDettmers/bitsandbytes/issues
================================================================================
bin /opt/conda/lib/python3.10/site-packages/bitsandbytes/libbitsandbytes_cuda118.so
CUDA SETUP: CUDA runtime path found: /usr/local/cuda/lib64/libcudart.so.11.0
CUDA SETUP: Highest compute capability among GPUs detected: 8.0
CUDA SETUP: Detected CUDA version 118
CUDA SETUP: Loading binary /opt/conda/lib/python3.10/site-packages/bitsandbytes/libbitsandbytes_cuda118.so...
{'model_name': 'tiny_LLaMA_120M_SSM_O2_exp', 'name': 'tinyllama_120m_ssm_o2_exp', 'num_of_devices': 1, 'global_batch_size': 512, 'learning_rate': 0.01, 'micro_batch_size': 16, 'max_step': 10000, 'warmup_steps': 10, 'log_step_interval': 10, 'eval_iters': 100, 'save_step_interval': 2000, 'eval_step_interval': 2000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'decay_lr': True, 'min_lr': 4e-05, 'batch_size': 512, 'gradient_accumulation_steps': 32, 'warmup_iters': 320, 'max_iters': 320000, 'lr_decay_iters': 320000, 'log_iter_interval': 320}
Loading model with {'org': 'StatNLP-research', 'name': 'tiny_LLaMA_120M_SSM_O2_exp', 'block_size': 2048, 'vocab_size': 32000, 'padding_multiple': 64, 'padded_vocab_size': 32000, 'n_layer': 12, 'n_head': 12, 'n_embd': 768, 'n_ssm': 128, 'order': 2, 'rotary_percentage': 1.0, 'parallel_residual': False, 'bias': False, 'n_query_groups': 1, 'shared_attention_norm': False, '_norm_class': 'FusedRMSNorm', 'norm_eps': 1e-05, '_mlp_class': 'LLaMAMLP', 'intermediate_size': 2048, 'condense_ratio': 1, 'time_mixer': 'ssm', 'parameterization': 'exp'}
Time to instantiate model: 0.22 seconds.
Total parameters 109,532,928
Estimated TFLOPs: 33.90
iter 1 step 0: loss 10.6085, iter time: 378.69ms remaining time: 41.34 hours.  or 1.72 days. 
iter 2 step 0: loss 10.6137, iter time: 216.61ms remaining time: 202.99 hours.  or 8.46 days. 
iter 3 step 0: loss 10.6034, iter time: 196.14ms remaining time: 142.29 hours.  or 5.93 days. 
iter 4 step 0: loss 10.6135, iter time: 196.72ms remaining time: 111.63 hours.  or 4.65 days. 
iter 5 step 0: loss 10.5999, iter time: 196.69ms remaining time: 93.22 hours.  or 3.88 days. 
iter 6 step 0: loss 10.6079, iter time: 196.75ms remaining time: 80.91 hours.  or 3.37 days. 
iter 7 step 0: loss 10.5999, iter time: 197.75ms remaining time: 72.05 hours.  or 3.00 days. 
iter 8 step 0: loss 10.6121, iter time: 197.80ms remaining time: 65.50 hours.  or 2.73 days. 
iter 9 step 0: loss 10.6104, iter time: 196.64ms remaining time: 60.27 hours.  or 2.51 days. 
iter 10 step 0: loss 10.6190, iter time: 196.87ms remaining time: 56.12 hours.  or 2.34 days. 
iter 11 step 0: loss 10.6218, iter time: 198.84ms remaining time: 52.79 hours.  or 2.20 days. 
iter 12 step 0: loss 10.6140, iter time: 196.46ms remaining time: 49.95 hours.  or 2.08 days. 
iter 13 step 0: loss 10.6063, iter time: 196.66ms remaining time: 47.58 hours.  or 1.98 days. 
iter 14 step 0: loss 10.6257, iter time: 197.07ms remaining time: 45.50 hours.  or 1.90 days. 
iter 15 step 0: loss 10.6008, iter time: 197.10ms remaining time: 43.71 hours.  or 1.82 days. 
iter 16 step 0: loss 10.6040, iter time: 196.87ms remaining time: 42.14 hours.  or 1.76 days. 
iter 17 step 0: loss 10.6044, iter time: 196.20ms remaining time: 40.74 hours.  or 1.70 days. 
iter 18 step 0: loss 10.6157, iter time: 197.25ms remaining time: 39.48 hours.  or 1.65 days. 
iter 19 step 0: loss 10.6168, iter time: 199.21ms remaining time: 38.36 hours.  or 1.60 days. 
iter 20 step 0: loss 10.6214, iter time: 198.52ms remaining time: 37.35 hours.  or 1.56 days. 
iter 21 step 0: loss 10.6031, iter time: 198.01ms remaining time: 36.43 hours.  or 1.52 days. 
iter 22 step 0: loss 10.6235, iter time: 197.93ms remaining time: 35.61 hours.  or 1.48 days. 
iter 23 step 0: loss 10.6069, iter time: 196.78ms remaining time: 34.85 hours.  or 1.45 days. 
iter 24 step 0: loss 10.6014, iter time: 197.54ms remaining time: 34.20 hours.  or 1.42 days. 
iter 25 step 0: loss 10.6106, iter time: 197.60ms remaining time: 33.55 hours.  or 1.40 days. 
iter 26 step 0: loss 10.6124, iter time: 196.60ms remaining time: 32.97 hours.  or 1.37 days. 
iter 27 step 0: loss 10.6184, iter time: 197.76ms remaining time: 32.42 hours.  or 1.35 days. 
iter 28 step 0: loss 10.6171, iter time: 197.32ms remaining time: 31.92 hours.  or 1.33 days. 
iter 29 step 0: loss 10.6080, iter time: 197.58ms remaining time: 31.44 hours.  or 1.31 days. 
iter 30 step 0: loss 10.6122, iter time: 197.83ms remaining time: 31.00 hours.  or 1.29 days. 
iter 31 step 0: loss 10.6100, iter time: 197.87ms remaining time: 30.57 hours.  or 1.27 days. 
Gradient norm:  tensor(5.6649, device='cuda:0')
iter 32 step 1: loss 10.6127, iter time: 258.66ms (optimizer.step) remaining time: 30.34 hours.  or 1.26 days. 
iter 33 step 1: loss 10.0758, iter time: 197.20ms remaining time: 29.96 hours.  or 1.25 days. 
iter 34 step 1: loss 10.0654, iter time: 199.08ms remaining time: 29.61 hours.  or 1.23 days. 
iter 35 step 1: loss 10.0545, iter time: 201.19ms remaining time: 29.28 hours.  or 1.22 days. 
iter 36 step 1: loss 10.0572, iter time: 196.39ms remaining time: 28.96 hours.  or 1.21 days. 
iter 37 step 1: loss 10.0763, iter time: 196.94ms remaining time: 28.68 hours.  or 1.19 days. 
iter 38 step 1: loss 10.0664, iter time: 198.43ms remaining time: 28.40 hours.  or 1.18 days. 
iter 39 step 1: loss 10.0559, iter time: 197.22ms remaining time: 28.12 hours.  or 1.17 days. 
iter 40 step 1: loss 10.0617, iter time: 197.08ms remaining time: 27.88 hours.  or 1.16 days. 
iter 41 step 1: loss 10.0574, iter time: 196.75ms remaining time: 27.64 hours.  or 1.15 days. 
iter 42 step 1: loss 10.0593, iter time: 196.76ms remaining time: 27.40 hours.  or 1.14 days. 
iter 43 step 1: loss 10.0529, iter time: 198.24ms remaining time: 27.18 hours.  or 1.13 days. 
iter 44 step 1: loss 10.0867, iter time: 197.52ms remaining time: 26.97 hours.  or 1.12 days. 
iter 45 step 1: loss 10.0680, iter time: 197.42ms remaining time: 26.77 hours.  or 1.12 days. 
iter 46 step 1: loss 10.0716, iter time: 197.95ms remaining time: 26.57 hours.  or 1.11 days. 
iter 47 step 1: loss 10.0560, iter time: 197.65ms remaining time: 26.39 hours.  or 1.10 days. 
iter 48 step 1: loss 10.0541, iter time: 198.32ms remaining time: 26.21 hours.  or 1.09 days. 
iter 49 step 1: loss 10.0535, iter time: 197.65ms remaining time: 26.05 hours.  or 1.09 days. 
iter 50 step 1: loss 10.0504, iter time: 197.45ms remaining time: 25.88 hours.  or 1.08 days. 
iter 51 step 1: loss 10.0624, iter time: 197.49ms remaining time: 25.72 hours.  or 1.07 days. 
iter 52 step 1: loss 10.0666, iter time: 197.83ms remaining time: 25.57 hours.  or 1.07 days. 
iter 53 step 1: loss 10.0649, iter time: 198.27ms remaining time: 25.43 hours.  or 1.06 days. 
iter 54 step 1: loss 10.0511, iter time: 197.91ms remaining time: 25.29 hours.  or 1.05 days. 
iter 55 step 1: loss 10.0548, iter time: 197.26ms remaining time: 25.15 hours.  or 1.05 days. 
iter 56 step 1: loss 10.0451, iter time: 196.94ms remaining time: 25.01 hours.  or 1.04 days. 
iter 57 step 1: loss 10.0598, iter time: 197.07ms remaining time: 24.89 hours.  or 1.04 days. 
iter 58 step 1: loss 10.0636, iter time: 198.32ms remaining time: 24.76 hours.  or 1.03 days. 
iter 59 step 1: loss 10.0510, iter time: 197.07ms remaining time: 24.65 hours.  or 1.03 days. 
iter 60 step 1: loss 10.0685, iter time: 197.79ms remaining time: 24.54 hours.  or 1.02 days. 
iter 61 step 1: loss 10.0609, iter time: 197.78ms remaining time: 24.43 hours.  or 1.02 days. 
iter 62 step 1: loss 10.0537, iter time: 196.90ms remaining time: 24.32 hours.  or 1.01 days. 
iter 63 step 1: loss 10.0534, iter time: 196.64ms remaining time: 24.22 hours.  or 1.01 days. 
Gradient norm:  tensor(16.7024, device='cuda:0')
iter 64 step 2: loss 10.0694, iter time: 207.69ms (optimizer.step) remaining time: 24.13 hours.  or 1.01 days. 
iter 65 step 2: loss 9.3070, iter time: 196.32ms remaining time: 24.03 hours.  or 1.00 days. 
iter 66 step 2: loss 9.2848, iter time: 197.79ms remaining time: 23.93 hours.  or 1.00 days. 
iter 67 step 2: loss 9.2680, iter time: 197.80ms remaining time: 23.84 hours.  or 0.99 days. 
iter 68 step 2: loss 9.3299, iter time: 196.62ms remaining time: 23.75 hours.  or 0.99 days. 
iter 69 step 2: loss 9.3055, iter time: 197.28ms remaining time: 23.66 hours.  or 0.99 days. 
iter 70 step 2: loss 9.2736, iter time: 197.80ms remaining time: 23.57 hours.  or 0.98 days. 
iter 71 step 2: loss 9.2939, iter time: 197.74ms remaining time: 23.49 hours.  or 0.98 days. 
iter 72 step 2: loss 9.3140, iter time: 198.38ms remaining time: 23.41 hours.  or 0.98 days. 
iter 73 step 2: loss 9.3538, iter time: 201.57ms remaining time: 23.34 hours.  or 0.97 days. 
iter 74 step 2: loss 9.3001, iter time: 197.76ms remaining time: 23.27 hours.  or 0.97 days. 
iter 75 step 2: loss 9.2942, iter time: 196.79ms remaining time: 23.19 hours.  or 0.97 days. 
iter 76 step 2: loss 9.3069, iter time: 197.51ms remaining time: 23.12 hours.  or 0.96 days. 
iter 77 step 2: loss 9.2889, iter time: 197.96ms remaining time: 23.05 hours.  or 0.96 days. 
iter 78 step 2: loss 9.3068, iter time: 197.04ms remaining time: 22.98 hours.  or 0.96 days. 
iter 79 step 2: loss 9.3119, iter time: 197.46ms remaining time: 22.91 hours.  or 0.95 days. 
iter 80 step 2: loss 9.2683, iter time: 198.34ms remaining time: 22.85 hours.  or 0.95 days. 
iter 81 step 2: loss 9.3133, iter time: 197.60ms remaining time: 22.79 hours.  or 0.95 days. 
iter 82 step 2: loss 9.3091, iter time: 198.14ms remaining time: 22.72 hours.  or 0.95 days. 
iter 83 step 2: loss 9.3371, iter time: 198.59ms remaining time: 22.67 hours.  or 0.94 days. 
iter 84 step 2: loss 9.2791, iter time: 201.31ms remaining time: 22.61 hours.  or 0.94 days. 
